GAME_ID,WEEKDAY,DATE,TIME,AWAY,HOME,TV,POSTPONED
795,7,4/3/2021,8:00 pm ET,Minnesota Timberwolves,Philadelphia 76ers,League Pass,0
796,7,4/3/2021,9:00 pm ET,Indiana Pacers,San Antonio Spurs,League Pass,0
797,7,4/3/2021,9:00 pm ET,Orlando Magic,Utah Jazz,League Pass,0
798,7,4/3/2021,10:00 pm ET,Oklahoma City Thunder,Portland Trail Blazers,League Pass,0
799,7,4/3/2021,10:00 pm ET,Milwaukee Bucks,Sacramento Kings,League Pass,0
800,1,4/4/2021,2:00 pm ET,Brooklyn Nets,Chicago Bulls,League Pass,0
801,1,4/4/2021,3:30 pm ET,Los Angeles Lakers,LA Clippers,ABC,0
802,1,4/4/2021,6:00 pm ET,Charlotte Hornets,Boston Celtics,League Pass,0
803,1,4/4/2021,7:00 pm ET,Memphis Grizzlies,Philadelphia 76ers,League Pass,0
804,1,4/4/2021,7:30 pm ET,Golden State Warriors,Atlanta Hawks,NBA TV,0
805,1,4/4/2021,8:00 pm ET,New Orleans Pelicans,Houston Rockets,League Pass,0
806,1,4/4/2021,10:00 pm ET,Orlando Magic,Denver Nuggets,NBA TV,0
807,2,4/5/2021,7:00 pm ET,New York Knicks,Brooklyn Nets,NBA TV,0
808,2,4/5/2021,7:00 pm ET,Washington Wizards,Toronto Raptors,League Pass,0
809,2,4/5/2021,7:00 pm ET,Utah Jazz,Dallas Mavericks,League Pass,0
810,2,4/5/2021,7:00 pm ET,Sacramento Kings,Minnesota Timberwolves,League Pass,0
811,2,4/5/2021,7:00 pm ET,Detroit Pistons,Oklahoma City Thunder,League Pass,0
812,2,4/5/2021,7:00 pm ET,Cleveland Cavaliers,San Antonio Spurs,League Pass,0
813,2,4/5/2021,8:00 pm ET,Phoenix Suns,Houston Rockets,League Pass,0
814,3,4/6/2021,7:00 pm ET,Chicago Bulls,Indiana Pacers,League Pass,0
815,3,4/6/2021,7:30 pm ET,New Orleans Pelicans,Atlanta Hawks,League Pass,0
816,3,4/6/2021,7:30 pm ET,Philadelphia 76ers,Boston Celtics,TNT,0
817,3,4/6/2021,7:30 pm ET,Los Angeles Lakers,Toronto Raptors,League Pass,0
818,3,4/6/2021,8:00 pm ET,Memphis Grizzlies,Miami Heat,League Pass,0
819,3,4/6/2021,9:00 pm ET,Detroit Pistons,Denver Nuggets,League Pass,0
820,3,4/6/2021,10:00 pm ET,Milwaukee Bucks,Golden State Warriors,TNT,0
821,3,4/6/2021,10:00 pm ET,Portland Trail Blazers,LA Clippers,League Pass,0
822,4,4/7/2021,7:00 pm ET,Minnesota Timberwolves,Indiana Pacers,League Pass,0
823,4,4/7/2021,7:00 pm ET,Washington Wizards,Orlando Magic,League Pass,0
824,4,4/7/2021,7:30 pm ET,New York Knicks,Boston Celtics,League Pass,0
825,4,4/7/2021,7:30 pm ET,New Orleans Pelicans,Brooklyn Nets,ESPN,0
826,4,4/7/2021,8:00 pm ET,Memphis Grizzlies,Atlanta Hawks,League Pass,0
827,4,4/7/2021,8:00 pm ET,Dallas Mavericks,Houston Rockets,League Pass,0
828,4,4/7/2021,8:00 pm ET,Charlotte Hornets,Oklahoma City Thunder,League Pass,0
829,4,4/7/2021,9:00 pm ET,San Antonio Spurs,Denver Nuggets,League Pass,0
830,4,4/7/2021,10:00 pm ET,Utah Jazz,Phoenix Suns,ESPN,0
831,5,4/8/2021,7:30 pm ET,Los Angeles Lakers,Miami Heat,TNT,0
832,5,4/8/2021,8:00 pm ET,Cleveland Cavaliers,Oklahoma City Thunder,League Pass,0
833,5,4/8/2021,9:00 pm ET,Milwaukee Bucks,Dallas Mavericks,League Pass,0
834,5,4/8/2021,10:00 pm ET,Portland Trail Blazers,Utah Jazz,League Pass,0
835,5,4/8/2021,10:00 pm ET,Phoenix Suns,LA Clippers,TNT,0
836,5,4/8/2021,10:00 pm ET,Detroit Pistons,Sacramento Kings,League Pass,0
837,6,4/9/2021,7:00 pm ET,Indiana Pacers,Orlando Magic,League Pass,0
838,6,4/9/2021,7:30 pm ET,Chicago Bulls,Atlanta Hawks,League Pass,0
839,6,4/9/2021,7:30 pm ET,Minnesota Timberwolves,Boston Celtics,League Pass,0
840,6,4/9/2021,7:30 pm ET,Memphis Grizzlies,New York Knicks,NBA TV,0
841,6,4/9/2021,8:00 pm ET,Toronto Raptors,Cleveland Cavaliers,League Pass,0
842,6,4/9/2021,8:00 pm ET,Philadelphia 76ers,New Orleans Pelicans,League Pass,0
843,6,4/9/2021,9:00 pm ET,Charlotte Hornets,Milwaukee Bucks,League Pass,0
844,6,4/9/2021,9:00 pm ET,San Antonio Spurs,Denver Nuggets,League Pass,0
845,6,4/9/2021,10:00 pm ET,Washington Wizards,Golden State Warriors,NBA TV,0
846,6,4/9/2021,10:00 pm ET,Houston Rockets,LA Clippers,League Pass,0
847,7,4/10/2021,8:30 pm ET,Los Angeles Lakers,Brooklyn Nets,ABC,0
848,7,4/10/2021,9:00 pm ET,Philadelphia 76ers,Oklahoma City Thunder,League Pass,0
849,7,4/10/2021,9:00 pm ET,Sacramento Kings,Utah Jazz,League Pass,0
850,7,4/10/2021,10:00 pm ET,Houston Rockets,Golden State Warriors,League Pass,0
851,7,4/10/2021,10:00 pm ET,Washington Wizards,Phoenix Suns,League Pass,0
852,7,4/10/2021,10:00 pm ET,Detroit Pistons,Portland Trail Blazers,League Pass,0
853,1,4/11/2021,1:00 pm ET,Atlanta Hawks,Charlotte Hornets,League Pass,0
854,1,4/11/2021,3:00 pm ET,Boston Celtics,Denver Nuggets,NBA TV,0
855,1,4/11/2021,7:00 pm ET,New Orleans Pelicans,Cleveland Cavaliers,League Pass,0
856,1,4/11/2021,7:00 pm ET,Milwaukee Bucks,Orlando Magic,League Pass,0
857,1,4/11/2021,7:30 pm ET,Toronto Raptors,New York Knicks,NBA TV,0
858,1,4/11/2021,8:00 pm ET,San Antonio Spurs,Dallas Mavericks,League Pass,0
859,1,4/11/2021,8:00 pm ET,Indiana Pacers,Memphis Grizzlies,League Pass,0
860,1,4/11/2021,8:00 pm ET,Chicago Bulls,Minnesota Timberwolves,League Pass,0
861,1,4/11/2021,10:00 pm ET,Detroit Pistons,LA Clippers,League Pass,0
862,1,4/11/2021,10:00 pm ET,Miami Heat,Portland Trail Blazers,NBA TV,0
863,2,4/12/2021,7:30 pm ET,Los Angeles Lakers,New York Knicks,ESPN,0
864,2,4/12/2021,8:00 pm ET,San Antonio Spurs,Orlando Magic,League Pass,0
865,2,4/12/2021,8:00 pm ET,Brooklyn Nets,Minnesota Timberwolves,League Pass,0
866,2,4/12/2021,8:30 pm ET,Philadelphia 76ers,Dallas Mavericks,League Pass,0
867,2,4/12/2021,9:00 pm ET,Chicago Bulls,Memphis Grizzlies,League Pass,0
868,2,4/12/2021,9:00 pm ET,Sacramento Kings,New Orleans Pelicans,League Pass,0
869,2,4/12/2021,9:00 pm ET,Washington Wizards,Utah Jazz,League Pass,0
870,2,4/12/2021,10:00 pm ET,Denver Nuggets,Golden State Warriors,ESPN,0
871,2,4/12/2021,10:00 pm ET,Houston Rockets,Phoenix Suns,League Pass,0
872,3,4/13/2021,7:30 pm ET,LA Clippers,Indiana Pacers,TNT,0
873,3,4/13/2021,7:30 pm ET,Atlanta Hawks,Toronto Raptors,League Pass,0
874,3,4/13/2021,8:00 pm ET,Los Angeles Lakers,Charlotte Hornets,League Pass,0
875,3,4/13/2021,9:00 pm ET,Oklahoma City Thunder,Utah Jazz,League Pass,0
876,3,4/13/2021,10:00 pm ET,Miami Heat,Phoenix Suns,League Pass,0
877,3,4/13/2021,10:00 pm ET,Boston Celtics,Portland Trail Blazers,TNT,0
878,4,4/14/2021,7:00 pm ET,Cleveland Cavaliers,Charlotte Hornets,League Pass,0
879,4,4/14/2021,7:00 pm ET,Brooklyn Nets,Philadelphia 76ers,ESPN,0
880,4,4/14/2021,7:30 pm ET,San Antonio Spurs,Toronto Raptors,League Pass,0
881,4,4/14/2021,8:00 pm ET,LA Clippers,Detroit Pistons,League Pass,0
882,4,4/14/2021,8:00 pm ET,Orlando Magic,Chicago Bulls,League Pass,0
883,4,4/14/2021,8:00 pm ET,Milwaukee Bucks,Minnesota Timberwolves,League Pass,0
884,4,4/14/2021,8:00 pm ET,New York Knicks,New Orleans Pelicans,League Pass,0
885,4,4/14/2021,9:00 pm ET,Indiana Pacers,Houston Rockets,League Pass,0
886,4,4/14/2021,9:00 pm ET,Golden State Warriors,Oklahoma City Thunder,League Pass,0
887,4,4/14/2021,9:30 pm ET,Dallas Mavericks,Memphis Grizzlies,ESPN,0
888,4,4/14/2021,10:00 pm ET,Miami Heat,Denver Nuggets,League Pass,0
889,4,4/14/2021,10:00 pm ET,Washington Wizards,Sacramento Kings,League Pass,0
890,5,4/15/2021,7:30 pm ET,Milwaukee Bucks,Atlanta Hawks,TNT,0
891,5,4/15/2021,8:00 pm ET,Golden State Warriors,Cleveland Cavaliers,League Pass,0
892,5,4/15/2021,10:00 pm ET,Boston Celtics,Los Angeles Lakers,TNT,0
893,5,4/15/2021,10:00 pm ET,Sacramento Kings,Phoenix Suns,League Pass,0
894,6,4/16/2021,3:00 pm ET,Indiana Pacers,Utah Jazz,NBA TV,0
895,6,4/16/2021,7:00 pm ET,Oklahoma City Thunder,Detroit Pistons,League Pass,0
896,6,4/16/2021,7:00 pm ET,LA Clippers,Philadelphia 76ers,ESPN,0
897,6,4/16/2021,7:00 pm ET,New Orleans Pelicans,Washington Wizards,League Pass,0
898,6,4/16/2021,7:30 pm ET,Charlotte Hornets,Brooklyn Nets,League Pass,0
899,6,4/16/2021,7:30 pm ET,Orlando Magic,Toronto Raptors,League Pass,0
900,6,4/16/2021,8:00 pm ET,Memphis Grizzlies,Chicago Bulls,League Pass,0
901,6,4/16/2021,8:00 pm ET,Denver Nuggets,Houston Rockets,League Pass,0
902,6,4/16/2021,8:00 pm ET,Miami Heat,Minnesota Timberwolves,League Pass,0
903,6,4/16/2021,8:30 pm ET,Portland Trail Blazers,San Antonio Spurs,League Pass,0
904,6,4/16/2021,9:30 pm ET,New York Knicks,Dallas Mavericks,ESPN,0
905,7,4/17/2021,4:30 pm ET,Utah Jazz,Los Angeles Lakers,ESPN,0
906,7,4/17/2021,8:00 pm ET,Detroit Pistons,Washington Wizards,League Pass,0
907,7,4/17/2021,8:00 pm ET,Cleveland Cavaliers,Chicago Bulls,League Pass,0
908,7,4/17/2021,8:30 pm ET,Golden State Warriors,Boston Celtics,ABC,0
909,7,4/17/2021,9:00 pm ET,Memphis Grizzlies,Milwaukee Bucks,League Pass,0
910,7,4/17/2021,10:00 pm ET,San Antonio Spurs,Phoenix Suns,League Pass,0
911,1,4/18/2021,1:00 pm ET,Indiana Pacers,Atlanta Hawks,League Pass,0
912,1,4/18/2021,1:00 pm ET,New Orleans Pelicans,New York Knicks,ESPN,0
913,1,4/18/2021,3:30 pm ET,Brooklyn Nets,Miami Heat,ESPN,0
914,1,4/18/2021,7:00 pm ET,Portland Trail Blazers,Charlotte Hornets,League Pass,0
915,1,4/18/2021,7:00 pm ET,Houston Rockets,Orlando Magic,League Pass,0
916,1,4/18/2021,7:00 pm ET,Oklahoma City Thunder,Toronto Raptors,League Pass,0
917,1,4/18/2021,7:30 pm ET,Sacramento Kings,Dallas Mavericks,NBA TV,0
918,1,4/18/2021,10:00 pm ET,Minnesota Timberwolves,LA Clippers,NBA TV,0
919,2,4/19/2021,7:00 pm ET,Cleveland Cavaliers,Detroit Pistons,League Pass,0
920,2,4/19/2021,7:30 pm ET,Chicago Bulls,Boston Celtics,League Pass,0
921,2,4/19/2021,7:30 pm ET,Golden State Warriors,Philadelphia 76ers,ESPN,0
922,2,4/19/2021,8:00 pm ET,San Antonio Spurs,Indiana Pacers,League Pass,0
923,2,4/19/2021,8:00 pm ET,Houston Rockets,Miami Heat,League Pass,0
924,2,4/19/2021,8:00 pm ET,Oklahoma City Thunder,Washington Wizards,League Pass,0
925,2,4/19/2021,8:00 pm ET,Phoenix Suns,Milwaukee Bucks,League Pass,0
926,2,4/19/2021,9:00 pm ET,Memphis Grizzlies,Denver Nuggets,League Pass,0
927,2,4/19/2021,10:00 pm ET,Utah Jazz,Los Angeles Lakers,ESPN,0
928,3,4/20/2021,7:30 pm ET,Orlando Magic,Atlanta Hawks,League Pass,0
929,3,4/20/2021,7:30 pm ET,Charlotte Hornets,New York Knicks,League Pass,0
930,3,4/20/2021,7:30 pm ET,Brooklyn Nets,New Orleans Pelicans,TNT,0
931,3,4/20/2021,10:00 pm ET,LA Clippers,Portland Trail Blazers,TNT,0
932,3,4/20/2021,10:00 pm ET,Minnesota Timberwolves,Sacramento Kings,League Pass,0
933,4,4/21/2021,7:00 pm ET,Chicago Bulls,Cleveland Cavaliers,League Pass,0
934,4,4/21/2021,7:00 pm ET,Oklahoma City Thunder,Indiana Pacers,League Pass,0
935,4,4/21/2021,7:00 pm ET,Phoenix Suns,Philadelphia 76ers,NBA TV,0
936,4,4/21/2021,7:00 pm ET,Brooklyn Nets,Toronto Raptors,League Pass,0
937,4,4/21/2021,7:00 pm ET,Golden State Warriors,Washington Wizards,League Pass,0
938,4,4/21/2021,8:00 pm ET,Atlanta Hawks,New York Knicks,League Pass,0
939,4,4/21/2021,8:00 pm ET,Utah Jazz,Houston Rockets,League Pass,0
940,4,4/21/2021,8:30 pm ET,Detroit Pistons,Dallas Mavericks,League Pass,0
941,4,4/21/2021,8:30 pm ET,Miami Heat,San Antonio Spurs,League Pass,0
942,4,4/21/2021,10:00 pm ET,Memphis Grizzlies,LA Clippers,NBA TV,0
943,4,4/21/2021,10:00 pm ET,Denver Nuggets,Portland Trail Blazers,League Pass,0
944,4,4/21/2021,10:00 pm ET,Minnesota Timberwolves,Sacramento Kings,League Pass,0
945,5,4/22/2021,7:00 pm ET,Phoenix Suns,Boston Celtics,League Pass,0
946,5,4/22/2021,7:00 pm ET,New Orleans Pelicans,Orlando Magic,League Pass,0
947,5,4/22/2021,7:00 pm ET,Philadelphia 76ers,Milwaukee Bucks,TNT,0
948,5,4/22/2021,8:30 pm ET,Detroit Pistons,San Antonio Spurs,League Pass,0
949,5,4/22/2021,9:00 pm ET,Charlotte Hornets,Chicago Bulls,League Pass,0
950,5,4/22/2021,9:30 pm ET,Los Angeles Lakers,Dallas Mavericks,TNT,0
951,6,4/23/2021,7:30 pm ET,Miami Heat,Atlanta Hawks,League Pass,0
952,6,4/23/2021,7:30 pm ET,Boston Celtics,Brooklyn Nets,ESPN,0
953,6,4/23/2021,8:00 pm ET,Cleveland Cavaliers,Charlotte Hornets,League Pass,0
954,6,4/23/2021,8:00 pm ET,LA Clippers,Houston Rockets,League Pass,0
955,6,4/23/2021,8:00 pm ET,Washington Wizards,Oklahoma City Thunder,League Pass,0
956,6,4/23/2021,10:00 pm ET,Denver Nuggets,Golden State Warriors,ESPN,0
957,6,4/23/2021,10:00 pm ET,Memphis Grizzlies,Portland Trail Blazers,League Pass,0
958,7,4/24/2021,1:00 pm ET,Toronto Raptors,New York Knicks,ESPN,0
959,7,4/24/2021,3:30 pm ET,Philadelphia 76ers,Milwaukee Bucks,ESPN,0
960,7,4/24/2021,7:00 pm ET,Detroit Pistons,Indiana Pacers,League Pass,0
961,7,4/24/2021,8:00 pm ET,Chicago Bulls,Miami Heat,League Pass,0
962,7,4/24/2021,8:00 pm ET,San Antonio Spurs,New Orleans Pelicans,League Pass,0
963,7,4/24/2021,8:30 pm ET,Los Angeles Lakers,Dallas Mavericks,ABC,0
964,7,4/24/2021,9:00 pm ET,Minnesota Timberwolves,Utah Jazz,League Pass,0
965,7,4/24/2021,10:00 pm ET,Houston Rockets,Denver Nuggets,League Pass,0
966,1,4/25/2021,1:00 pm ET,Boston Celtics,Charlotte Hornets,ESPN,0
967,1,4/25/2021,3:30 pm ET,Phoenix Suns,Brooklyn Nets,ESPN,0
968,1,4/25/2021,4:00 pm ET,Memphis Grizzlies,Portland Trail Blazers,League Pass,0
969,1,4/25/2021,7:00 pm ET,Cleveland Cavaliers,Washington Wizards,League Pass,0
970,1,4/25/2021,7:30 pm ET,Milwaukee Bucks,Atlanta Hawks,NBA TV,0
971,1,4/25/2021,8:00 pm ET,Indiana Pacers,Orlando Magic,League Pass,0
972,1,4/25/2021,10:00 pm ET,Sacramento Kings,Golden State Warriors,NBA TV,0
973,2,4/26/2021,7:00 pm ET,Atlanta Hawks,Detroit Pistons,League Pass,0
974,2,4/26/2021,7:00 pm ET,Los Angeles Lakers,Orlando Magic,League Pass,0
975,2,4/26/2021,7:00 pm ET,Oklahoma City Thunder,Philadelphia 76ers,League Pass,0
976,2,4/26/2021,7:00 pm ET,San Antonio Spurs,Washington Wizards,League Pass,0
977,2,4/26/2021,7:30 pm ET,Phoenix Suns,New York Knicks,NBA TV,0
978,2,4/26/2021,7:30 pm ET,Cleveland Cavaliers,Toronto Raptors,League Pass,0
979,2,4/26/2021,8:00 pm ET,Chicago Bulls,Miami Heat,League Pass,0
980,2,4/26/2021,8:00 pm ET,Utah Jazz,Minnesota Timberwolves,League Pass,0
981,2,4/26/2021,8:00 pm ET,LA Clippers,New Orleans Pelicans,League Pass,0
982,2,4/26/2021,9:00 pm ET,Memphis Grizzlies,Denver Nuggets,League Pass,0
983,2,4/26/2021,10:00 pm ET,Dallas Mavericks,Sacramento Kings,NBA TV,0
984,3,4/27/2021,7:00 pm ET,Oklahoma City Thunder,Boston Celtics,League Pass,0
985,3,4/27/2021,7:00 pm ET,Milwaukee Bucks,Charlotte Hornets,NBA TV,0
986,3,4/27/2021,7:00 pm ET,Portland Trail Blazers,Indiana Pacers,League Pass,0
987,3,4/27/2021,7:30 pm ET,Brooklyn Nets,Toronto Raptors,League Pass,0
988,3,4/27/2021,8:00 pm ET,Minnesota Timberwolves,Houston Rockets,League Pass,0
989,3,4/27/2021,9:30 pm ET,Dallas Mavericks,Golden State Warriors,TNT,0
990,4,4/28/2021,7:00 pm ET,Orlando Magic,Cleveland Cavaliers,League Pass,0
991,4,4/28/2021,7:00 pm ET,Atlanta Hawks,Philadelphia 76ers,League Pass,0
992,4,4/28/2021,7:00 pm ET,Los Angeles Lakers,Washington Wizards,League Pass,0
993,4,4/28/2021,7:30 pm ET,Charlotte Hornets,Boston Celtics,League Pass,0
994,4,4/28/2021,7:30 pm ET,Chicago Bulls,New York Knicks,ESPN,0
995,4,4/28/2021,8:00 pm ET,San Antonio Spurs,Miami Heat,League Pass,0
996,4,4/28/2021,9:00 pm ET,Portland Trail Blazers,Memphis Grizzlies,League Pass,0
997,4,4/28/2021,9:00 pm ET,New Orleans Pelicans,Denver Nuggets,League Pass,0
998,4,4/28/2021,10:00 pm ET,LA Clippers,Phoenix Suns,ESPN,0
999,4,4/28/2021,10:00 pm ET,Utah Jazz,Sacramento Kings,League Pass,0
1000,5,4/29/2021,7:00 pm ET,Dallas Mavericks,Detroit Pistons,League Pass,0
1001,5,4/29/2021,7:00 pm ET,Brooklyn Nets,Indiana Pacers,NBA TV,0
1002,5,4/29/2021,8:00 pm ET,Milwaukee Bucks,Houston Rockets,League Pass,0
1003,5,4/29/2021,8:00 pm ET,Golden State Warriors,Minnesota Timberwolves,League Pass,0
1004,5,4/29/2021,9:00 pm ET,New Orleans Pelicans,Oklahoma City Thunder,League Pass,0
1005,5,4/29/2021,9:00 pm ET,Toronto Raptors,Denver Nuggets,League Pass,0
1006,6,4/30/2021,7:00 pm ET,Atlanta Hawks,Philadelphia 76ers,League Pass,0
1007,6,4/30/2021,7:30 pm ET,San Antonio Spurs,Boston Celtics,League Pass,0
1008,6,4/30/2021,7:30 pm ET,Washington Wizards,Cleveland Cavaliers,League Pass,0
1009,6,4/30/2021,8:00 pm ET,Portland Trail Blazers,Brooklyn Nets,NBA TV,0
1010,6,4/30/2021,8:00 pm ET,Orlando Magic,Memphis Grizzlies,League Pass,0
1011,6,4/30/2021,9:00 pm ET,Milwaukee Bucks,Chicago Bulls,League Pass,0
1012,6,4/30/2021,10:00 pm ET,Utah Jazz,Phoenix Suns,League Pass,0
1013,6,4/30/2021,10:30 pm ET,Sacramento Kings,Los Angeles Lakers,NBA TV,0
1014,7,5/1/2021,7:00 pm ET,Detroit Pistons,Charlotte Hornets,League Pass,0
1015,7,5/1/2021,7:30 pm ET,Golden State Warriors,Houston Rockets,ESPN,0
1016,7,5/1/2021,8:00 pm ET,Chicago Bulls,Atlanta Hawks,League Pass,0
1017,7,5/1/2021,8:00 pm ET,Miami Heat,Cleveland Cavaliers,League Pass,0
1018,7,5/1/2021,8:00 pm ET,Memphis Grizzlies,Orlando Magic,League Pass,0
1019,7,5/1/2021,8:00 pm ET,New Orleans Pelicans,Minnesota Timberwolves,League Pass,0
1020,7,5/1/2021,8:00 pm ET,Indiana Pacers,Oklahoma City Thunder,League Pass,0
1021,7,5/1/2021,9:00 pm ET,Washington Wizards,Dallas Mavericks,League Pass,0
1022,7,5/1/2021,10:00 pm ET,Toronto Raptors,Utah Jazz,League Pass,0
1023,7,5/1/2021,10:00 pm ET,Denver Nuggets,LA Clippers,ESPN,0
1024,1,5/2/2021,3:30 pm ET,Brooklyn Nets,Milwaukee Bucks,ABC,0
1025,1,5/2/2021,7:30 pm ET,Portland Trail Blazers,Boston Celtics,NBA TV,0
1026,1,5/2/2021,8:00 pm ET,Miami Heat,Charlotte Hornets,League Pass,0
1027,1,5/2/2021,8:00 pm ET,Sacramento Kings,Dallas Mavericks,League Pass,0
1028,1,5/2/2021,8:00 pm ET,New York Knicks,Houston Rockets,League Pass,0
1029,1,5/2/2021,8:00 pm ET,Phoenix Suns,Oklahoma City Thunder,League Pass,0
1030,1,5/2/2021,8:00 pm ET,Philadelphia 76ers,San Antonio Spurs,League Pass,0
1031,1,5/2/2021,10:00 pm ET,Toronto Raptors,Los Angeles Lakers,NBA TV,0
1032,2,5/3/2021,7:00 pm ET,Orlando Magic,Detroit Pistons,League Pass,0
1033,2,5/3/2021,7:00 pm ET,Indiana Pacers,Washington Wizards,League Pass,0
1034,2,5/3/2021,7:30 pm ET,Golden State Warriors,New Orleans Pelicans,ESPN,0
1035,2,5/3/2021,8:00 pm ET,Portland Trail Blazers,Atlanta Hawks,League Pass,0
1036,2,5/3/2021,9:00 pm ET,Philadelphia 76ers,Chicago Bulls,League Pass,0
1037,2,5/3/2021,9:00 pm ET,New York Knicks,Memphis Grizzlies,League Pass,0
1038,2,5/3/2021,10:00 pm ET,San Antonio Spurs,Utah Jazz,League Pass,0
1039,2,5/3/2021,10:00 pm ET,Denver Nuggets,Los Angeles Lakers,ESPN,0
1040,3,5/4/2021,7:00 pm ET,Phoenix Suns,Cleveland Cavaliers,League Pass,0
1041,3,5/4/2021,7:00 pm ET,Charlotte Hornets,Detroit Pistons,League Pass,0
1042,3,5/4/2021,7:30 pm ET,Brooklyn Nets,Milwaukee Bucks,TNT,0
1043,3,5/4/2021,8:00 pm ET,Dallas Mavericks,Miami Heat,League Pass,0
1044,3,5/4/2021,8:00 pm ET,Golden State Warriors,New Orleans Pelicans,League Pass,0
1045,3,5/4/2021,8:00 pm ET,Sacramento Kings,Oklahoma City Thunder,League Pass,0
1046,3,5/4/2021,10:00 pm ET,Toronto Raptors,LA Clippers,TNT,0
1047,4,5/5/2021,7:00 pm ET,Boston Celtics,Orlando Magic,League Pass,0
1048,4,5/5/2021,7:30 pm ET,Portland Trail Blazers,Cleveland Cavaliers,League Pass,0
1049,4,5/5/2021,8:00 pm ET,Phoenix Suns,Atlanta Hawks,League Pass,0
1050,4,5/5/2021,8:00 pm ET,Sacramento Kings,Indiana Pacers,League Pass,0
1051,4,5/5/2021,8:00 pm ET,Philadelphia 76ers,Houston Rockets,League Pass,0
1052,4,5/5/2021,8:00 pm ET,Washington Wizards,Milwaukee Bucks,League Pass,0
1053,4,5/5/2021,8:00 pm ET,Memphis Grizzlies,Minnesota Timberwolves,League Pass,0
1054,4,5/5/2021,9:00 pm ET,New York Knicks,Denver Nuggets,League Pass,0
1055,4,5/5/2021,9:00 pm ET,San Antonio Spurs,Utah Jazz,NBA TV,0
1056,5,5/6/2021,7:00 pm ET,Chicago Bulls,Charlotte Hornets,League Pass,0
1057,5,5/6/2021,7:30 pm ET,Washington Wizards,Toronto Raptors,League Pass,0
1058,5,5/6/2021,7:30 pm ET,Brooklyn Nets,Dallas Mavericks,TNT,0
1059,5,5/6/2021,8:00 pm ET,Memphis Grizzlies,Detroit Pistons,League Pass,0
1060,5,5/6/2021,8:00 pm ET,Atlanta Hawks,Indiana Pacers,League Pass,0
1061,5,5/6/2021,10:00 pm ET,Oklahoma City Thunder,Golden State Warriors,League Pass,0
1062,5,5/6/2021,10:00 pm ET,Los Angeles Lakers,LA Clippers,TNT,0
1063,6,5/7/2021,7:00 pm ET,New Orleans Pelicans,Philadelphia 76ers,League Pass,0
1064,6,5/7/2021,7:30 pm ET,Boston Celtics,Chicago Bulls,ESPN,0
1065,6,5/7/2021,8:00 pm ET,Orlando Magic,Charlotte Hornets,League Pass,0
1066,6,5/7/2021,8:00 pm ET,Minnesota Timberwolves,Miami Heat,League Pass,0
1067,6,5/7/2021,8:00 pm ET,Houston Rockets,Milwaukee Bucks,League Pass,0
1068,6,5/7/2021,8:30 pm ET,Cleveland Cavaliers,Dallas Mavericks,League Pass,0
1069,6,5/7/2021,10:00 pm ET,Denver Nuggets,Utah Jazz,ESPN,0
1070,6,5/7/2021,10:00 pm ET,New York Knicks,Phoenix Suns,League Pass,0
1071,6,5/7/2021,10:00 pm ET,Los Angeles Lakers,Portland Trail Blazers,League Pass,0
1072,6,5/7/2021,10:00 pm ET,San Antonio Spurs,Sacramento Kings,League Pass,0
1073,7,5/8/2021,7:00 pm ET,Washington Wizards,Indiana Pacers,NBA TV,0
1074,7,5/8/2021,7:00 pm ET,Detroit Pistons,Philadelphia 76ers,League Pass,0
1075,7,5/8/2021,7:30 pm ET,Memphis Grizzlies,Toronto Raptors,League Pass,0
1076,7,5/8/2021,10:00 pm ET,Brooklyn Nets,Denver Nuggets,NBA TV,0
1077,7,5/8/2021,10:00 pm ET,Houston Rockets,Utah Jazz,League Pass,0
1078,7,5/8/2021,10:00 pm ET,Oklahoma City Thunder,Golden State Warriors,League Pass,0
1079,7,5/8/2021,10:00 pm ET,San Antonio Spurs,Portland Trail Blazers,League Pass,0
1080,1,5/9/2021,1:00 pm ET,Miami Heat,Boston Celtics,ESPN,0
1081,1,5/9/2021,3:30 pm ET,New York Knicks,LA Clippers,League Pass,0
1082,1,5/9/2021,7:00 pm ET,New Orleans Pelicans,Charlotte Hornets,NBA TV,0
1083,1,5/9/2021,7:00 pm ET,Dallas Mavericks,Cleveland Cavaliers,League Pass,0
1084,1,5/9/2021,7:00 pm ET,Minnesota Timberwolves,Orlando Magic,League Pass,0
1085,1,5/9/2021,8:00 pm ET,Chicago Bulls,Detroit Pistons,League Pass,0
1086,1,5/9/2021,10:00 pm ET,Phoenix Suns,Los Angeles Lakers,NBA TV,0
1087,1,5/9/2021,10:00 pm ET,Oklahoma City Thunder,Sacramento Kings,League Pass,0
1088,2,5/10/2021,7:30 pm ET,Washington Wizards,Atlanta Hawks,NBA TV,0
1089,2,5/10/2021,7:30 pm ET,Indiana Pacers,Cleveland Cavaliers,League Pass,0
1090,2,5/10/2021,8:00 pm ET,New Orleans Pelicans,Memphis Grizzlies,League Pass,0
1091,2,5/10/2021,8:30 pm ET,Milwaukee Bucks,San Antonio Spurs,League Pass,0
1092,2,5/10/2021,10:00 pm ET,Utah Jazz,Golden State Warriors,NBA TV,0
1093,2,5/10/2021,10:00 pm ET,Houston Rockets,Portland Trail Blazers,League Pass,0
1094,3,5/11/2021,7:00 pm ET,Miami Heat,Boston Celtics,League Pass,0
